family,gene,mouse gene,source,skin compartment,compartment confidence,full name,role,key reference,validated in,psoriasis relevance,family review
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PHLPP1,Phlpp1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PH-domain leucine-rich-repeat phosphatase 1,Akt/PKC-dephosphorylating Ser/Thr phosphatase (fly Phlpp),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPM1A,Ppm1a,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein phosphatase 2C-alpha (PPM1A),metal-dependent Ser/Thr phosphatase; TGFβ-SMAD/stress (fly Pp2C1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPM1B,Ppm1b,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein phosphatase 2C-beta (PPM1B),metal-dependent Ser/Thr phosphatase (fly Ppm1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPM1F,Ppm1f,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein phosphatase 1F (CaMKP/POPX2),PPM-family Ser/Thr phosphatase; counteracts CaMKII and regulates FAK/integrin motility (fly CG10376; DIOPT→PPM1F),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1CA,Ppp1ca,von Selzam 2026 (mechanomic RNAi screen),Both,High,PP1 catalytic subunit alpha (PP1α),PP1 catalytic subunit; dephosphorylates actomyosin/MLC2 substrates (fly Pp1α-96A),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1CB,Ppp1cb,von Selzam 2026 (mechanomic RNAi screen),Both,High,PP1 catalytic subunit beta (PP1β),PP1β myosin-phosphatase catalytic subunit (flapwing); 2nd-strongest screen hit,"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1CC,Ppp1cc,von Selzam 2026 (mechanomic RNAi screen),Both,High,PP1 catalytic subunit gamma (PP1γ),PP1 catalytic subunit (fly Pp1-Y2),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1R2,Ppp1r2,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein phosphatase 1 inhibitor 2 (IPP-2),PP1 catalytic inhibitor; sets PP1 activity toward actomyosin/mitotic substrates (fly CG6380; DIOPT→PPP1R2),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1R7,Ppp1r7,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP1 regulatory subunit 7 (sds22),PP1 regulatory subunit; targets PP1 to actomyosin/mitotic substrates,"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1R12A,Ppp1r12a,von Selzam 2026 (mechanomic RNAi screen),Both,High,Myosin phosphatase target subunit 1 (MYPT1),"myosin-II phosphatase targeting subunit; dephosphorylates MLC2, directly opposes ROCK (fly Mbs)","von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP1R14B,Ppp1r14b,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP1 regulatory subunit 14B (CPI-17 family),CPI-17-family inhibitor of myosin phosphatase (PP1-MYPT1); raises MLC2 phosphorylation/contractility (fly CG17124; DIOPT→PPP1R14B),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP2CA,Ppp2ca,von Selzam 2026 (mechanomic RNAi screen),Both,High,PP2A catalytic subunit alpha,PP2A catalytic; actomyosin cortex regulator (fly mts),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP2R1A,Ppp2r1a,von Selzam 2026 (mechanomic RNAi screen),Both,High,PP2A scaffold subunit A alpha,PP2A structural A subunit (fly Pp2A-29B),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP2R2A,Ppp2r2a,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP2A regulatory B55-alpha,PP2A B55 targeting subunit (fly twins),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP2R3B,Ppp2r3d,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP2A regulatory subunit B''-beta (PR70/PR72),PP2A B'' regulatory/targeting subunit (fly CG4733/PR72; DIOPT→PPP2R3B),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP2R5C,Ppp2r5c,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP2A regulatory B56-gamma,PP2A B56 targeting subunit (fly widerborst),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP3CA,Ppp3ca,von Selzam 2026 (mechanomic RNAi screen),Both,High,Calcineurin catalytic A-alpha (PP2B),Ca2+/calmodulin-dependent phosphatase catalytic subunit; calcineurin-NFAT mechano/Ca signalling (fly Pp2B-14D/CanA),"von Selzam, Biophys J, 2025 [PMID 41074456]",Suriyagandhi 2024; Enyedi 2016,"Calcineurin is the molecular target of cyclosporine/tacrolimus, established systemic psoriasis/dermatitis therapy",
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP3R1,Ppp3r1,von Selzam 2026 (mechanomic RNAi screen),Both,High,Calcineurin regulatory B subunit,calcineurin Ca2+-binding regulatory subunit (fly CanB2),"von Selzam, Biophys J, 2025 [PMID 41074456]",,Calcineurin (cyclosporine/tacrolimus target) regulatory subunit,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP4C,Ppp4c,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP4 catalytic subunit,PP4 catalytic; centrosome/mitotic mechanics (fly Pp4-19C),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP4R2,Ppp4r2,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PP4 regulatory subunit 2,PP4 regulatory subunit (fly PPP4R2r),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Ser/Thr: PPP/PP2C),PPP5C,Ppp5c,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein phosphatase 5 catalytic,TPR-domain Ser/Thr phosphatase; Hsp90/stress & ASK1-p38 signalling (fly PpD3; DIOPT→PPP5C),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),ACP1,Acp1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,"Low-molecular-weight tyrosine phosphatase (LMW-PTP, ACP1)",LMW-PTP; dephosphorylates FAK/PDGFR/ephrin - focal-adhesion mechano-signalling (fly CG14297/LMW-PTP; DIOPT→ACP1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),CDC25A,Cdc25a,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Cell division cycle 25A,CDK-activating dual-specificity phosphatase; mitotic entry & cell-cycle-coupled stiffness (fly string) - largest stiffening effect,"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),CDC25C,Cdc25c,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Cell division cycle 25C,CDK1-activating phosphatase; mitotic/meiotic entry (fly twine),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),DUSP9,Dusp9,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Dual-specificity phosphatase 9 (MKP-4),ERK/MAPK-inactivating phosphatase (fly MKP-4),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),DUSP11,Dusp11,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Dual-specificity phosphatase 11 (RNA 5'-phosphatase),atypical dual-specificity / RNA phosphatase (fly CG13197; DIOPT→DUSP11),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),DUSP14,Dusp14,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Dual-specificity phosphatase 14 (MKP6),ERK/JNK/p38-inactivating MAP-kinase phosphatase (fly CG15528; DIOPT→DUSP14),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),DUSP22,Dusp22,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Dual-specificity phosphatase 22 (JKAP/VHX),dephosphorylates FAK and ERK/JNK; adhesion & mechano-signalling (fly CG10089; DIOPT→DUSP22),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),HINT1,Hint1,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Histidine triad nucleotide-binding 1,nucleotide phosphoramidase; tumour-suppressor signalling (fly HINT1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),PTP4A1,Ptp4a1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Phosphatase of regenerating liver 1 (PRL-1),"prenylated PTP; cell-cycle-coupled mechanics, metastasis marker (fly PRL-1)","von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),PTPMT1,Ptpmt1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,PTP mitochondrial 1,mitochondrial PTP; cardiolipin/metabolism (fly PTPMT1),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),PTPN1,Ptpn1,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein-tyrosine phosphatase 1B (PTP1B),non-receptor PTP; adhesion/cytoskeleton & insulin/inflammation signalling (fly Ptp61F),"von Selzam, Biophys J, 2025 [PMID 41074456]",,PTP1B modulates inflammatory/STAT signalling,
Mechano-phosphatase (Tyr/dual-specificity),PTPN7,Ptpn7,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein tyrosine phosphatase N7 (HePTP),KIM-family MAP-kinase phosphatase; dephosphorylates ERK (fly PTP-ER / Enhancer-of-Ras1; DIOPT→PTPN7),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),PTPN14,Ptpn14,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Protein-tyrosine phosphatase N14 (Pez),PTP that restrains YAP/TAZ (Hippo); adhesion-regulated (fly Pez),"von Selzam, Biophys J, 2025 [PMID 41074456]",,YAP/TAZ brake; Hippo pathway in keratinocyte proliferation,
Mechano-phosphatase (Tyr/dual-specificity),PTPN23,Ptpn23,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,HD-PTP (PTPN23),"His-domain PTP; ESCRT, adhesion & migration (fly myopic)","von Selzam, Biophys J, 2025 [PMID 41074456]",Cosgrove 2025,,
Mechano-phosphatase (Tyr/dual-specificity),PTPRD,Ptprd,von Selzam 2026 (mechanomic RNAi screen),Both,Low,Receptor-type PTP delta,receptor tyrosine phosphatase; cell adhesion (fly Ptp36E/Ptp52F),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),PTPRJ,Ptprj,von Selzam 2026 (mechanomic RNAi screen),Both,Medium,Receptor-type PTP eta (DEP-1),receptor PTP; contact-inhibition/adhesion mechanics (fly Ptp10D/Ptp4E),"von Selzam, Biophys J, 2025 [PMID 41074456]",,,
Mechano-phosphatase (Tyr/dual-specificity),SSH1,Ssh1,von Selzam 2026 (mechanomic RNAi screen),Both,High,Slingshot protein phosphatase 1,cofilin phosphatase; reactivates actin severing - strongest screen hit (fly ssh),"von Selzam, Biophys J, 2025 [PMID 41074456]",Aragona 2020,,
Mechano-receptor / Hippo / FA scaffold (extras),AP2M1,Ap2m1,Curated panel,Both,High,AP2 μ-subunit,cargo subunit of tension-sensitive clathrin-mediated endocytosis (membrane-tension regulated),"Boulant, Nat Cell Biol, 2011 [PMC3167020]",,,Jiang et al. 2021 [Nat Commun]; Boulant et al. 2011 [Nat Cell Biol]
Mechano-receptor / Hippo / FA scaffold (extras),ITCH,Itch,Curated panel,Both,High,ITCH E3 ubiquitin ligase,"polyubiquitinates LATS1 for proteasomal degradation, derepressing YAP/TAZ","Ho, PNAS, 2011 [PMC3064387]",,,Jiang et al. 2021 [Nat Commun]; Boulant et al. 2011 [Nat Cell Biol]
Mechano-receptor / Hippo / FA scaffold (extras),PLXNB1,Plxnb1,Curated panel,Both,High,Plexin-B1,"B-plexins sense epidermal crowding/compression; lower cortical stiffness, inactivate YAP","Jiang, 2021",,,Jiang et al. 2021 [Nat Commun]; Boulant et al. 2011 [Nat Cell Biol]
Mechano-receptor / Hippo / FA scaffold (extras),PTPRF,Ptprf,Curated panel,Both,High,LAR receptor phosphatase,localizes to focal adhesions; required for FA assembly via CDK1-c-Abl-Akt axis,"Sarhan, J Cell Sci, 2016 [PMID 27352860]",,,Jiang et al. 2021 [Nat Commun]; Boulant et al. 2011 [Nat Cell Biol]
Mechano-receptor / Hippo / FA scaffold (extras),SLC9A3R1,Nherf1,Curated panel,Both,High,NHERF1 / EBP50,PDZ scaffold gating ezrin open/closed; links apical proteins to F-actin,"Garbett, PLoS One, 2013 [PMC3814156]",,,Jiang et al. 2021 [Nat Commun]; Boulant et al. 2011 [Nat Cell Biol]
Mechano-receptor / Hippo / FA scaffold (extras),SLC9A3R2,Slc9a3r2,Xiong 2024 (MechanoBase),Both,Medium,NHERF2 (SLC9A3R2),PDZ scaffold linking receptors to actin (with NHERF1),"Xiong, Database (Oxford), 2024 [PMC11131424]",,,
Mechano-TF,BACH2,Bach2,Cosgrove 2025 (mechano-enhancers),Both,Medium,BACH2 (bZIP),bZIP transcriptional repressor; mechanosensitive (stiffness-DE),"Cosgrove, Science, 2025 [PMC13005951]",McCreery 2025,,
Mechano-TF,BMAL1,Bmal1,Bonjoch 2025 (BMAL1-YAP ageing),Both,Medium,BMAL1 / ARNTL (circadian bHLH-PAS TF),circadian TF; partners mechanosensitive YAP at enhancers to control epidermal identity & (in ageing) inflammation,"Bonjoch, bioRxiv, 2025 [preprint]",,YAP-partnered enhancer TF driving epidermal inflammation in aged skin,
Mechano-TF,CEBPB,Cebpb,Aragona 2020 (ATAC motifs),Both,Medium,C/EBP-beta,stress/inflammation bZIP; stretch-chromatin motif + expression-up,"Aragona, Nature, 2020 [PMC7116042]",,Inflammation bZIP in psoriatic keratinocytes,
Mechano-TF,CITED2,Cited2,Xiong 2025 (MechanoGEPred),Both,Medium,CITED2,mechano/hypoxia-responsive transcriptional coactivator,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Mechano-TF,EHF,Ehf,Aragona 2020 (ATAC motifs),Epidermis,Medium,ESE-3 / EHF,epithelial-specific ETS TF; stretch-chromatin motif + expression-up,"Aragona, Nature, 2020 [PMC7116042]",,Epidermal ETS TF,
Mechano-TF,ELK1,Elk1,Aragona 2020 (ATAC motifs),Both,Medium,ELK1 (ternary complex factor),ERK-activated TCF; partners SRF to drive immediate-early genes,"Aragona, Nature, 2020 [PMC7116042]; Posern, Trends Cell Biol, 2006 [PMID 17035020]",,ERK-SRF immediate-early axis,
Mechano-TF,ELK3,Elk3,Cosgrove 2025 (mechano-enhancers),Both,Medium,ELK3 (ETS TCF),"mechanosensitive ETS transcription factor (footprint, both cell types)","Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,ELK4,Elk4,Aragona 2020 (ATAC motifs),Both,Medium,ELK4 / SAP-1 (TCF),ERK-activated TCF; SRF partner (with ELK1),"Aragona, Nature, 2020 [PMC7116042]; Posern, Trends Cell Biol, 2006 [PMID 17035020]",,ERK-SRF immediate-early axis,
Mechano-TF,ETV4,Etv4,Cosgrove 2025 (mechano-enhancers),Both,Medium,ETV4 (PEA3 ETS),mechanosensitive ETS TF (footprint),"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,ETV5,Etv5,Cosgrove 2025 (mechano-enhancers),Both,Medium,ETV5 (PEA3 ETS),mechanosensitive ETS TF (footprint),"Cosgrove, Science, 2025 [PMC13005951]",McCreery 2025,,
Mechano-TF,FLI1,Fli1,Cosgrove 2025 (mechano-enhancers),Both,Medium,FLI1 (ETS),mechanosensitive ETS TF (footprint; endothelial),"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,FOXC1,Foxc1,Curated panel,Dermis,Medium,FOXC1,"Forkhead TF, endothelial / craniofacial mechano-responsive","Mahlapuu, 2001",McCreery 2025,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,FOXF1,Foxf1,Cosgrove 2025 (mechano-enhancers),Dermis,Medium,Forkhead box F1,mesenchymal mechano-FOX TF; stiffness-responsive footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,FOXF2,Foxf2,Cosgrove 2025 (mechano-enhancers),Dermis,Medium,Forkhead box F2,mesenchymal mechano-FOX TF; stiffness-responsive footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,FOXO1,Foxo1,Aragona 2020 (regulons),Both,Medium,Forkhead box O1,YAP-FOXO mechano-crosstalk; oxidative/mechanical stress TF,"Aragona, Nature, 2020 [PMC7116042]",,YAP-FOXO mechano-crosstalk,
Mechano-TF,GRHL1,Grhl1,Aragona 2020 (regulons),Epidermis,Medium,Grainyhead-like 1,epidermal barrier TF (completes GRHL2/3),"Aragona, Nature, 2020 [PMC7116042]",,Epidermal barrier TF,
Mechano-TF,GRHL2,Grhl2,Aragona 2020 (main text),Epidermis,High,Grainyhead-like 2,epithelial barrier/adhesion TF; stretch-remodelled chromatin motif,"Aragona, Nature, 2020 [PMC7116042]",,Epidermal barrier/adhesion TF; stretch-chromatin motif,
Mechano-TF,GRHL3,Grhl3,Skin/psoriasis review,Epidermis,High,Grainyhead-like 3,epidermal barrier & wound-migration TF (mechano-responsive),"Ting, Science, 2005 [PMID 15831758]",Aragona 2020; Villeneuve 2026; Bonjoch 2025,Barrier/differentiation TF; barrier dysfunction in psoriasis,
Mechano-TF,HES1,Hes1,Cosgrove 2025 (mechano-enhancers),Both,Medium,HES1 (Notch-effector bHLH),Notch-effector bHLH TF; stiffness-responsive,"Cosgrove, Science, 2025 [PMC13005951]",Bansaccal 2023; Villeneuve 2026,,
Mechano-TF,HES4,(no rodent ortholog),Cosgrove 2025 (mechano-enhancers),Both,Low,HES4 (Notch-effector bHLH),Notch-effector bHLH TF; stiffness-responsive,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,HEY1,Hey1,Cosgrove 2025 (mechano-enhancers),Both,Medium,HEY1 (Notch-effector bHLH),Notch-effector bHLH TF; stiffness-responsive,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,ID1,Id1,Aragona 2020 (scRNA DEGs),Both,Medium,Inhibitor of differentiation 1,stiffness/BMP-responsive bHLH mechano-TF,"Aragona, Nature, 2020 [PMC7116042]",McCreery 2025,Stretch-induced mechano-TF,
Mechano-TF,ID2,Id2,Cosgrove 2025 (mechano-enhancers),Both,Medium,Inhibitor of differentiation 2,bHLH (with ID1/3/4); stiffness-DE in fibroblasts & epithelium,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,ID3,Id3,Aragona 2020 (scRNA DEGs),Both,Medium,Inhibitor of differentiation 3,stiffness/BMP-responsive bHLH mechano-TF,"Aragona, Nature, 2020 [PMC7116042]",,Stretch-induced mechano-TF,
Mechano-TF,ID4,Id4,Cosgrove 2025 (mechano-enhancers),Both,Medium,Inhibitor of differentiation 4,bHLH (with ID1/2/3); stiffness-DE in fibroblasts & epithelium,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,KLF2,Klf2,Aragona 2020 (regulons),Both,Medium,Kruppel-like factor 2,shear-stress/flow-mechanosensitive TF (endothelial mechanotransduction),"Aragona, Nature, 2020 [PMC7116042]; Parmar, J Clin Invest, 2006 [PMC1307560]",Aguilera-Stewart 2025,Flow-mechano TF; vascular,
Mechano-TF,KLF3,Klf3,Cosgrove 2025 (mechano-enhancers),Both,Medium,Kruppel-like factor 3,mechanosensitive KLF TF (footprint),"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,KLF4,Klf4,Curated panel,Epidermis,High,KLF4,"Krüppel TF, shear-stress responsive in endothelium","Hamik, J Biol Chem, 2007 [PMID 17339326]",Aragona 2020; McCreery 2025; Bonjoch 2025; Urbanska 2024; Huang 2025; Jiang 2024,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,KLF7,Klf7,Cosgrove 2025 (mechano-enhancers),Both,Medium,Kruppel-like factor 7,mechanosensitive KLF TF (footprint),"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,KLF9,Klf9,Cosgrove 2025 (mechano-enhancers),Both,Medium,Kruppel-like factor 9,mechanosensitive KLF TF; stiffness-DE + footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,KLF10,Klf10,Cosgrove 2025 (mechano-enhancers),Both,Medium,Kruppel-like factor 10,TGF-beta-induced KLF; mechanosensitive footprint,"Cosgrove, Science, 2025 [PMC13005951]",,,
Mechano-TF,MEF2A,Mef2a,Aragona 2020 (regulons),Both,Medium,Myocyte enhancer factor 2A,stretch-responsive TF (Ca/calcineurin-MEF2 mechano-axis),"Aragona, Nature, 2020 [PMC7116042]",,Stretch-responsive mechano-TF,
Mechano-TF,MEF2C,Mef2c,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,Myocyte enhancer factor 2C,MEF2 mechano-TF (with MEF2A); stiffness-responsive,"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",Koester 2021; Bonjoch 2025,,
Mechano-TF,MRTFA,Mrtfa,Curated panel,Both,High,MRTF-A / MKL1,actin-state-sensitive co-activator of SRF,"Olson, Nat Rev MCB, 2010 [PMC3073350]",Aragona 2020,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,MRTFB,Mrtfb,Curated panel,Both,High,MRTF-B / MKL2,MRTF paralogue,"Olson, Nat Rev MCB, 2010 [PMC3073350]",,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,NFKB1,Nfkb1,Aragona 2020 (regulons),Both,High,NF-kB1 (p50),mechano-activated master inflammation TF (downstream of PIEZO1/FA signalling),"Aragona, Nature, 2020 [PMC7116042]; Shutova, Cells, 2022 [PMC9265324]",Bonjoch 2025; Suriyagandhi 2024,PIEZO1->NF-kB->IL-17 axis in psoriasis,
Mechano-TF,NFKBIZ,Nfkbiz,Xiong 2024 (MechanoBase),Both,Medium,IkB-zeta (NFKBIZ),nuclear IkB/NF-kB transcriptional regulator (mechano-inflammation),"Xiong, Database (Oxford), 2024 [PMC11131424]",Bonjoch 2025,,
Mechano-TF,PRRX1,Prrx1,Villeneuve 2024 (HF morphogenesis),Dermis,Medium,Paired-related homeobox 1,mechano-responsive mesenchymal/fibroblast TF,"Villeneuve, Nat Cell Biol, 2024 [PMC10866703]",,,
Mechano-TF,RBPJ,Rbpj,Villeneuve 2026 (multilayering),Both,Medium,RBP-J / CSL (Notch effector),Notch transcriptional effector; mechanically-regulated (stiffness/jamming) epidermal delamination,"Villeneuve, bioRxiv, 2026 [preprint]",,Notch effector; Notch signalling dysregulated in psoriasis,
Mechano-TF,RELA,Rela,Aragona 2020 (regulons),Both,High,NF-kB p65 (RELA),canonical NF-kB activator subunit; mechano-activated,"Aragona, Nature, 2020 [PMC7116042]; Shutova, Cells, 2022 [PMC9265324]",Suriyagandhi 2024; Xia 2025,Central psoriasis NF-kB activator,
Mechano-TF,RUNX1,Runx1,Aragona 2020 (ATAC motifs),Both,Medium,RUNX1,stem-cell/mechano-responsive TF; stretch-chromatin motif + expression-up,"Aragona, Nature, 2020 [PMC7116042]",Villeneuve 2026,Stretch-chromatin + expression; stem-cell TF,
Mechano-TF,RUNX2,Runx2,Aragona 2020 (regulons),Both,Medium,RUNX2,cyclic-stretch-responsive mechano-TF (with RUNX1),"Aragona, Nature, 2020 [PMC7116042]",Aguilera-Stewart 2025; Suriyagandhi 2024; Urbanska 2024,Stretch-active regulon,
Mechano-TF,SOX4,Sox4,Cosgrove 2025 (mechano-enhancers),Both,Medium,SRY-box TF 4,SOX mechano/EMT TF; stiffness-DE in fibroblasts & epithelium,"Cosgrove, Science, 2025 [PMC13005951]",Villeneuve 2026; McCreery 2025,,
Mechano-TF,SOX9,Sox9,Bansaccal 2023 (ECM-tumour),Epidermis,Medium,SRY-box TF 9,stiffness/YAP-responsive reprogramming TF; hair-follicle progenitor,"Bansaccal, Nature, 2023 [PMC7615367]",Villeneuve 2024; Koester 2021; Bonjoch 2025; Hunter 2025,Stiffness/YAP-responsive epidermal TF,
Mechano-TF,SP1,Sp1,Curated panel,Both,High,Sp1,"ubiquitous TF, mechano-modulated targets","Beishline, FEBS J, 2015 [PMID 25393971]",Hunter 2025,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,SRF,Srf,Curated panel,Both,High,Serum Response Factor,MRTF-partnering TF; integrates actin dynamics,"Posern, Trends Cell Biol, 2006 [PMID 17035020]",Aragona 2020; Cosgrove 2025; Rajan 2026,,Olson & Nordheim 2010 [Nat Rev MCB]; Esnault et al. 2014 [Genes Dev]
Mechano-TF,TFAP2A,Tfap2a,Aragona 2020 (ATAC motifs),Epidermis,Medium,AP-2 alpha (TFAP2A),epidermal master TF; AP-2 stretch-chromatin motif,"Aragona, Nature, 2020 [PMC7116042]",,Epidermal AP-2 master TF,
Mechano-TF,TFAP2C,Tfap2c,Aragona 2020 (regulons),Epidermis,Medium,AP-2 gamma (TFAP2C),epidermal AP-2 TF (with TFAP2A),"Aragona, Nature, 2020 [PMC7116042]",,Epidermal AP-2 TF,
Mechano-TF,TP63,Trp63,Skin/psoriasis review,Epidermis,High,Tumor protein p63 (dNp63),master basal-keratinocyte TF; regulates adhesion/BM & mechano genes,"Senoo, Cell, 2007 [PMID 17482546]",Villeneuve 2026,Master epidermal regulator; dysregulated in psoriatic hyperplasia,
Mechano-translation / RNA / nucleocytoplasmic,EIF5A,Eif5a,Curated panel,Both,High,eIF5A (hypusinated),rate-limiting for collagen-I translation; upregulated in cardiac fibroblast mechanical activation,"Barba-Aliaga, J Cell Sci, 2021 [PMID 34447991]",,,Elosegui-Artola et al. 2017 [Cell]; Hoffman et al. 2010 [J Cell Sci]
Mechano-translation / RNA / nucleocytoplasmic,G3BP1,G3bp1,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,G3BP stress-granule assembly factor 1,stress-granule nucleator; mechano/osmotic-stress translational arrest,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Mechano-translation / RNA / nucleocytoplasmic,G3BP2,G3bp2,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,G3BP stress-granule assembly factor 2,stress-granule nucleator (with G3BP1); stretched-skin stress response,"Xue, Nat Commun, 2025 [PMID 40715139]",Cosgrove 2025; Young 2023; Rajan 2026,,
